Time,Tmean
2017-09-15 10:00:00,18.85833333
2017-09-15 11:00:00,19.56666667
2017-09-15 12:00:00,20.04166667
2017-09-15 13:00:00,20.875
2017-09-15 14:00:00,21.55
2017-09-15 15:00:00,21.9
2017-09-15 16:00:00,22.06666667
2017-09-15 17:00:00,21.68333333
2017-09-15 18:00:00,20.475
2017-09-15 19:00:00,17.58333333
2017-09-15 20:00:00,15.8
2017-09-15 21:00:00,14.825
2017-09-15 22:00:00,14.175
2017-09-15 23:00:00,13.23333333
2017-09-16 00:00:00,12.925
2017-09-16 01:00:00,12.38333333
2017-09-16 02:00:00,11.85833333
2017-09-16 03:00:00,11.89166667
2017-09-16 04:00:00,11.59166667
2017-09-16 05:00:00,11.39166667
2017-09-16 06:00:00,11.775
2017-09-16 07:00:00,13.26666667
2017-09-16 08:00:00,17.8
2017-09-16 09:00:00,22.075
2017-09-16 10:00:00,24.36666667
2017-09-16 11:00:00,25.38333333
2017-09-16 12:00:00,27.36666667
2017-09-16 13:00:00,28.49166667
2017-09-16 14:00:00,29.59166667
2017-09-16 15:00:00,29.83333333
2017-09-16 16:00:00,29.61666667
2017-09-16 17:00:00,28.8
2017-09-16 18:00:00,26.15833333
2017-09-16 19:00:00,23.89166667
2017-09-16 20:00:00,22.75833333
2017-09-16 21:00:00,20.64166667
2017-09-16 22:00:00,19.175
2017-09-16 23:00:00,18.58333333
2017-09-17 00:00:00,18.05833333
2017-09-17 01:00:00,18.59166667
2017-09-17 02:00:00,19.15833333
2017-09-17 03:00:00,18.99166667
2017-09-17 04:00:00,18.94166667
2017-09-17 05:00:00,18.84166667
2017-09-17 06:00:00,17.75833333
2017-09-17 07:00:00,17.0
2017-09-17 08:00:00,17.94166667
2017-09-17 09:00:00,19.44166667
2017-09-17 10:00:00,21.36666667
2017-09-17 11:00:00,23.0375
2017-09-17 12:00:00,25.16
2017-09-17 13:00:00,22.75555556
2017-09-17 14:00:00,17.06666667
2017-09-17 15:00:00,16.46666667
2017-09-17 16:00:00,16.40833333
2017-09-17 17:00:00,17.28333333
2017-09-17 18:00:00,16.85833333
2017-09-17 19:00:00,16.01818182
2017-09-17 20:00:00,15.63333333
2017-09-17 21:00:00,14.74166667
2017-09-17 22:00:00,14.21818182
2017-09-17 23:00:00,13.75
2017-09-18 00:00:00,13.44166667
2017-09-18 01:00:00,12.98333333
2017-09-18 02:00:00,12.99166667
2017-09-18 03:00:00,12.75
2017-09-18 04:00:00,12.06666667
2017-09-18 05:00:00,11.34166667
2017-09-18 06:00:00,10.90833333
2017-09-18 07:00:00,11.675
2017-09-18 08:00:00,14.38333333
2017-09-18 09:00:00,17.95833333
2017-09-18 10:00:00,19.20833333
2017-09-18 11:00:00,20.1
2017-09-18 12:00:00,21.05833333
2017-09-18 13:00:00,22.09166667
2017-09-18 14:00:00,22.55
2017-09-18 15:00:00,22.51666667
2017-09-18 16:00:00,22.49166667
2017-09-18 17:00:00,21.775
2017-09-18 18:00:00,20.21666667
2017-09-18 19:00:00,17.48333333
2017-09-18 20:00:00,15.73333333
2017-09-18 21:00:00,14.74166667
2017-09-18 22:00:00,13.86666667
2017-09-18 23:00:00,13.23333333
2017-09-19 00:00:00,12.725
2017-09-19 01:00:00,12.16666667
2017-09-19 02:00:00,11.81666667
2017-09-19 03:00:00,12.10833333
2017-09-19 04:00:00,11.8
2017-09-19 05:00:00,12.26666667
2017-09-19 06:00:00,11.90833333
2017-09-19 07:00:00,12.21666667
2017-09-19 08:00:00,15.45
2017-09-19 09:00:00,18.675
2017-09-19 10:00:00,20.75
2017-09-19 11:00:00,22.11818182
2017-09-19 12:00:00,22.96666667
2017-09-19 13:00:00,23.025
2017-09-19 14:00:00,22.45
2017-09-19 15:00:00,21.69166667
2017-09-19 16:00:00,21.20833333
2017-09-19 17:00:00,20.05
2017-09-19 18:00:00,16.36666667
2017-09-19 19:00:00,15.20833333
2017-09-19 20:00:00,14.81
2017-09-19 21:00:00,14.625
2017-09-19 22:00:00,14.45833333
2017-09-19 23:00:00,14.38333333
2017-09-20 00:00:00,14.15
2017-09-20 01:00:00,13.34166667
2017-09-20 02:00:00,12.73333333
2017-09-20 03:00:00,13.03333333
2017-09-20 04:00:00,13.10833333
2017-09-20 05:00:00,13.08333333
2017-09-20 06:00:00,13.125
2017-09-20 07:00:00,13.225
2017-09-20 08:00:00,13.4
2017-09-20 09:00:00,13.3
2017-09-20 10:00:00,13.15833333
2017-09-20 11:00:00,13.2
2017-09-20 12:00:00,13.56363636
2017-09-20 13:00:00,13.55
2017-09-20 14:00:00,13.25833333
2017-09-20 15:00:00,13.20833333
2017-09-20 16:00:00,13.34
2017-09-20 17:00:00,13.425
2017-09-20 18:00:00,13.6
2017-09-20 19:00:00,13.29166667
2017-09-20 20:00:00,12.91666667
2017-09-20 21:00:00,12.8
2017-09-20 22:00:00,12.8
2017-09-20 23:00:00,12.78333333
2017-09-21 00:00:00,12.525
2017-09-21 01:00:00,12.24166667
2017-09-21 02:00:00,12.01666667
2017-09-21 03:00:00,11.9
2017-09-21 04:00:00,11.86666667
2017-09-21 05:00:00,11.56666667
2017-09-21 06:00:00,11.30833333
2017-09-21 07:00:00,11.24166667
2017-09-21 08:00:00,11.41666667
2017-09-21 09:00:00,11.575
2017-09-21 10:00:00,11.50833333
2017-09-21 11:00:00,11.69166667
2017-09-21 12:00:00,12.01666667
2017-09-21 13:00:00,12.4
2017-09-21 14:00:00,12.5
2017-09-21 15:00:00,12.35833333
2017-09-21 16:00:00,12.23333333
2017-09-21 17:00:00,11.8
2017-09-21 18:00:00,11.61666667
2017-09-21 19:00:00,11.35
2017-09-21 20:00:00,11.41666667
2017-09-21 21:00:00,11.59166667
2017-09-21 22:00:00,11.79166667
2017-09-21 23:00:00,11.975
2017-09-22 00:00:00,11.975
2017-09-22 01:00:00,12.125
2017-09-22 02:00:00,12.05
2017-09-22 03:00:00,11.79166667
2017-09-22 04:00:00,12.08333333
2017-09-22 05:00:00,12.25833333
2017-09-22 06:00:00,12.23333333
2017-09-22 07:00:00,12.275
2017-09-22 08:00:00,12.5
2017-09-22 09:00:00,13.24166667
2017-09-22 10:00:00,14.01666667
2017-09-22 11:00:00,14.98333333
2017-09-22 12:00:00,15.90833333
2017-09-22 13:00:00,15.98333333
2017-09-22 14:00:00,16.8
2017-09-22 15:00:00,16.49166667
2017-09-22 16:00:00,16.425
2017-09-22 17:00:00,16.01666667
2017-09-22 18:00:00,15.35
2017-09-22 19:00:00,15.00833333
2017-09-22 20:00:00,15.01666667
2017-09-22 21:00:00,14.96666667
2017-09-22 22:00:00,14.575
2017-09-22 23:00:00,14.15
2017-09-23 00:00:00,13.425
2017-09-23 01:00:00,13.11666667
2017-09-23 02:00:00,13.575
2017-09-23 03:00:00,13.51666667
2017-09-23 04:00:00,12.93333333
2017-09-23 05:00:00,12.45833333
2017-09-23 06:00:00,12.45
2017-09-23 07:00:00,13.34166667
2017-09-23 08:00:00,14.875
2017-09-23 09:00:00,16.975
2017-09-23 10:00:00,17.95833333
2017-09-23 11:00:00,18.14166667
2017-09-23 12:00:00,18.80833333
2017-09-23 13:00:00,19.525
2017-09-23 14:00:00,19.68333333
2017-09-23 15:00:00,19.50833333
2017-09-23 16:00:00,19.35833333
2017-09-23 17:00:00,19.10833333
2017-09-23 18:00:00,18.0
2017-09-23 19:00:00,16.225
2017-09-23 20:00:00,14.05833333
2017-09-23 21:00:00,12.89166667
2017-09-23 22:00:00,12.56666667
2017-09-23 23:00:00,12.825
2017-09-24 00:00:00,12.25
2017-09-24 01:00:00,12.1
2017-09-24 02:00:00,12.13333333
2017-09-24 03:00:00,11.525
2017-09-24 04:00:00,11.61666667
2017-09-24 05:00:00,11.50833333
2017-09-24 06:00:00,10.90833333
2017-09-24 07:00:00,11.25
2017-09-24 08:00:00,13.85
2017-09-24 09:00:00,16.38333333
2017-09-24 10:00:00,17.125
2017-09-24 11:00:00,18.00833333
2017-09-24 12:00:00,19.29166667
2017-09-24 13:00:00,19.74166667
2017-09-24 14:00:00,19.2
2017-09-24 15:00:00,19.4
2017-09-24 16:00:00,19.31666667
2017-09-24 17:00:00,18.49166667
2017-09-24 18:00:00,17.34166667
2017-09-24 19:00:00,16.46666667
2017-09-24 20:00:00,15.85
2017-09-24 21:00:00,14.83333333
2017-09-24 22:00:00,12.9
2017-09-24 23:00:00,11.8
2017-09-25 00:00:00,11.15
2017-09-25 01:00:00,10.6
2017-09-25 02:00:00,10.3
2017-09-25 03:00:00,10.775
2017-09-25 04:00:00,11.175
2017-09-25 05:00:00,11.15833333
2017-09-25 06:00:00,11.23333333
2017-09-25 07:00:00,11.65833333
2017-09-25 08:00:00,12.55
2017-09-25 09:00:00,12.77272727
2017-09-25 10:00:00,12.65833333
2017-09-25 11:00:00,13.1
2017-09-25 12:00:00,13.49166667
2017-09-25 13:00:00,13.86666667
2017-09-25 14:00:00,15.10833333
2017-09-25 15:00:00,15.875
2017-09-25 16:00:00,16.475
2017-09-25 17:00:00,16.38333333
